config,model,chunking,search,grounding,id,tier,discriminator,lang,source,expected_behavior,expected_answer,query,rag_answer,no_rag_answer,retrieved_docs,retrieval_hit,answer_correct,abstained,hallucinated,faithful
exp1_largechunk,exaone3.5,large,similarity,1,X3,2,cross_lingual (no cognate -> pure semantic: barrier <-> 혼문),ko,01_kpop_demon_hunters,answer_from_corpus,혼문 (Honmoon).,〈케데헌〉에서 악마를 봉인하는 결계의 이름은?,"이 문서는 〈케데헌〉에 대한 내용이 포함되어 있지 않으며, 악마를 봉인하는 결계의 이름에 대해 언급하고 있지 않습니다. 따라서 이 질문에 대한 답변을 제공할 수 없습니다.  문서 내용: 케데헌과 관련된 정보, 특히 악마 봉인 결계의 이름에 대한 언급은 전혀 없습니다.","""케데헌""이라는 작품에 대한 특정 정보를 직접적으로 확인한 바가 없어 정확한 결계 이름을 말씀드리기 어렵습니다. 만약 이 작품이 특정 판타지 소설이나 애니메이션에서 나온 내용이라면, 결계의 이름은 작가나 창작자에 따라 다르게 설정될 수 있습니다.  더 정확한 답변을 위해서는 작품의 제목이나 추가적인 맥락 정보가 필요합니다. 혹시 작품의 다른 세부 사항이나 설정에 대해 아시는 부분이 있다면 함께 공유해 주시면 도움이 될 것 같습니다. 만약 이 질문이 특정 커뮤니티나 컨텍스트에서 나온 것이라면, 그곳에서 공유된 정보를 다시 확인해 보시는 것도 좋은 방법일 수 있습니다.",01_kpop_demon_hunters|05_parasite|01_kpop_demon_hunters,1,,,,
exp1_largechunk,exaone3.5,large,similarity,1,G1,3,grounding (unanswerable),en,01_kpop_demon_hunters,abstain_unanswerable,Not stated in the article — the model should say the information is not in the document (no hallucinated number). [VERIFY budget is truly absent from 01],"According to the article, what was the production budget of KPop Demon Hunters?",The document does not state the production budget of KPop Demon Hunters.,"I apologize, but without specific details or direct access to the article you're referring to about ""KPop Demon Hunters,"" I cannot provide the exact production budget mentioned in it. Could you please provide more details or context from the article, such as specific quotes or sections discussing the budget? That way, I can assist you more accurately. If you have additional information, feel free to share!",01_kpop_demon_hunters|01_kpop_demon_hunters|01_kpop_demon_hunters,1,,,,
exp1_largechunk,exaone3.5,large,similarity,1,G2,3,grounding (false premise),ko,01_kpop_demon_hunters,flag_false_premise,전제 오류 — 헌트릭스는 2025년 영화 속 가공의 그룹이라 그런 실제 앨범은 존재하지 않음. 모델은 이를 지적/기권해야 함(허구 제목 생성 시 환각).,헌트릭스(HUNTR/X)가 2024년에 발표한 세 번째 정규 앨범의 제목은?,The document does not state it.,"죄송합니다, 하지만 현재 제 데이터베이스에는 헌트릭스(HUNTR/X)의 2024년 세 번째 정규 앨범 제목에 대한 정보가 포함되어 있지 않습니다. 최신 정보를 제공해 드리려면 해당 아티스트나 공식 음악 플랫폼을 통해 확인하시는 것이 가장 정확할 것입니다. 혹시 다른 관련 정보를 제공해 주시면 더 도와드릴 수 있을 것 같습니다.",01_kpop_demon_hunters|01_kpop_demon_hunters|01_kpop_demon_hunters,1,,,,
exp1_largechunk,exaone3.5,large,similarity,1,G3,3,"grounding + RAG_gap (specific place, hallucination-prone)",en,02_bts,answer_from_corpus,Gwanghwamun Square (광화문 광장).,Where does BTS hold their comeback concert in March 2026?,The document does not state where BTS holds their comeback concert in March 2026.,"As an AI, I don't have real-time or predictive capabilities to provide specific details about future events like BTS's comeback concert in March 2026. Concert locations and dates for future events are typically announced closer to the scheduled date by official sources such as the artists' management or record labels.  To get accurate information about BTS's potential comeback concert in March 2026, I recommend checking their official social media accounts, websites, or fan communities closer to that time frame. These sources will provide the most reliable and up-to-date details.",02_bts|02_bts|02_bts,1,,,,
exp1_largechunk,exaone3.5,large,similarity,1,G4,3,grounding (single-document attribution),ko,06_Hallyu,answer_from_single_doc,[FILL — 06_Hallyu 본문이 실제로 드는 예시 2개로 확정. 본문에 없는 사례를 대면 환각.],〈한류〉 문서가 직접 언급하는 한류의 구체적 예시 두 가지를 들어라.,문서는 직접 한류의 구체적 예시를 두 가지로 명시하지 않았습니다. 따라서 이 질문에 대한 답변을 제공할 수 없습니다. 문서는 주로 등장인물과 그들의 성우에 대한 정보를 제공하고 있습니다.,"""한류"" 문서에 대한 직접적인 내용을 확인하지는 못했지만, 일반적으로 한류를 설명할 때 자주 언급되는 구체적인 예시 두 가지는 다음과 같습니다:  1. **K-pop 음악**: 방탄소년단 (BTS), 블랙핑크 (BLACKPINK), EXO 등 세계적으로 인기 있는 걸그룹과 보이그룹들의 활동과 글로벌 팬덤 확장을 들 수 있습니다. 이들은 음악 차트 상위권 진입, 세계 투어, 그리고 다수의 음악 어워드 수상으로 한류의 중심을 이루고 있습니다.  2. **드라마**: 드라마 '태양의 후예'와 '겨울연가'는 한국 드라마의 해외 인기를 상징적으로 보여줍니다. 특히 '겨울연가'는 아시아 전역에서 '겨울 드라마 열풍'을 일으키며 한류의 초기 확산에 큰 역할을 했습니다. 최근에는 '사랑의 불시착', '이태원 클라쓰' 등이 글로벌 시청자들에게 호평을 받으며 한류 드라마의 지속적인 영향력을 입증하고 있습니다.  이러한 예시들은 한류가 문화 콘텐츠의 다양한 분야에서 어떻게 글로벌 영향력을 발휘하고 있는지를 잘 보여줍니다. 만약 특정 ""한류"" 문서의 내용이 필요하다면, 문서의 구체적인 내용을 공유해 주시면 더욱 정확한 답변을 드릴 수 있습니다.",01_kpop_demon_hunters|01_kpop_demon_hunters|05_parasite,0,,,,
exp1_largechunk,exaone3.5,large,similarity,1,M1,4,retrieval (k>=2) + cross_lingual,en,02_bts + 03_blackpink,answer_from_corpus,"BTS: 2013, Big Hit (빅히트); BLACKPINK: 2016, YG Entertainment.",Compare the debut years and agencies of BTS and BLACKPINK in one sentence.,The document does not state the debut years or agencies of BTS and BLACKPINK directly for comparison within the provided context.,"BTS debuted in 2013 under Big Hit Labels (now HYBE Corporation), while BLACKPINK debuted in 2016 under YG Entertainment.",03_blackpink|02_bts|02_bts,1,,,,
exp1_largechunk,exaone3.5,large,similarity,1,M1,4,retrieval (k>=2) + cross_lingual,ko,02_bts + 03_blackpink,answer_from_corpus,"BTS: 2013, Big Hit (빅히트); BLACKPINK: 2016, YG Entertainment.",BTS와 블랙핑크의 데뷔 연도와 소속사를 한 문장으로 비교하라.,"BTS는 2013년 빅히트 뮤직 소속으로 데뷔하였고, 블랙핑크는 문맥에서 데뷔 연도와 소속사 정보가 명시되지 않았습니다.","BTS는 2013년에 빅히트 엔터테인먼트(현재 HYBE)로 데뷔했고, 블랙핑크는 2016년에 YG 엔터테인먼트에 의해 데뷔했습니다.",02_bts|02_bts|07_K-pop,1,,,,
exp1_largechunk,exaone3.5,large,similarity,1,M2,4,"retrieval (MMR diversity, multi-doc)",en,02_bts + 04_squid_game + 05_parasite + 07_K-pop,answer_from_corpus,Music (K-pop): BTS/BLACKPINK; Film: Parasite/KPop Demon Hunters; TV drama: Squid Game.,"List three different forms of Korean culture in this corpus, each with one example.","The provided context does not explicitly list three different forms of Korean culture with examples within its content. While it discusses aspects related to Korean pop culture, particularly mentioning ""K-Pop"" and ""Korean star Psy,"" there is not enough detail to comprehensively fulfill the requested format based solely on the given information.  Therefore, based strictly on the provided context: - The document does not state it explicitly in the requested format.","Please provide me with the corpus you are referring to so I can accurately identify three different forms of Korean culture within it, along with examples for each.   Once you share the corpus, I'll be happy to help! 😊",06_Hallyu|07_K-pop|07_K-pop,1,,,,
exp1_largechunk,exaone3.5,large,similarity,1,M3,4,retrieval + RAG_gap + multi-hop (hardest),en,01_kpop_demon_hunters + 06_Hallyu,answer_from_corpus,"It exemplifies the Korean Wave (한류) — the global spread of Korean culture; another corpus example: Parasite, Squid Game, or BTS.","KPop Demon Hunters won an Academy Award in 2026. According to the 한류 (Korean Wave) article, what broader phenomenon does such international recognition exemplify, and name one other example of it from the corpus.","The provided context does not state that ""KPop Demon Hunters"" won an Academy Award in 2026 or mention any specific international recognition related to the broader phenomenon it exemplifies within 한류 (Korean Wave). Therefore, based solely on the given context, it does not provide information to answer the question about the broader phenomenon or another example from the corpus related to international recognition of Korean pop culture content.  Thus, the document does not state this information.","The international recognition of ""KPop Demon Hunters"" winning an Academy Award in 2026 exemplifies the broader phenomenon of **Hallyu** (Korean Wave), which refers to the global spread and influence of Korean popular culture beyond its borders. This phenomenon showcases how Korean music, entertainment, fashion, and other cultural products are gaining significant traction and appreciation worldwide, breaking cultural barriers and achieving mainstream success internationally.  One other example from the corpus that illustrates Hallyu would be the global success of **BTS (Bangtan Sonyeondan)**. BTS has not only achieved massive popularity across continents but also made significant cultural impacts, winning numerous MTV Video Music Awards, Grammy Awards, and consistently ranking high on global music charts, demonstrating the expansive reach and influence of Korean artists beyond traditional K-pop boundaries.",01_kpop_demon_hunters|05_parasite|01_kpop_demon_hunters,1,,,,
exp2_mmr,exaone3.5,fixed,mmr,1,T1,1,RAG_gap + cross_lingual,en,01_kpop_demon_hunters,answer_from_corpus,2026 Golden Globe Best Original Song; 2026 Golden Globe Best Animated Feature; 2026 Academy Award Best Animated Feature; 2026 Academy Award Best Original Song. (골든글로브 주제가상·장편애니메이션상 + 아카데미 장편애니메이션상·주제가상),What awards did KPop Demon Hunters win in 2026?,"The document does not state any awards that ""KPop Demon Hunters"" won in 2026.","As of my last update in 2023, there is no widely recognized information about an entity called ""KPop Demon Hunters"" winning specific awards in 2026, particularly within the realm of K-pop entertainment. Awards in the K-pop industry vary widely each year and typically involve established groups, artists, and industry figures rather than abstract concepts or fictional entities like ""KPop Demon Hunters.""  If ""KPop Demon Hunters"" refers to a specific group, project, or concept within the K-pop industry that emerged after my last update, details about their awards would be contingent upon their actual activities and achievements post-2023. For the most accurate and current information, checking recent entertainment news sources or official announcements from relevant K-pop organizations would be advisable.",01_kpop_demon_hunters|01_kpop_demon_hunters|01_kpop_demon_hunters,1,,,,
exp2_mmr,exaone3.5,fixed,mmr,1,T1,1,RAG_gap + cross_lingual,ko,01_kpop_demon_hunters,answer_from_corpus,2026 Golden Globe Best Original Song; 2026 Golden Globe Best Animated Feature; 2026 Academy Award Best Animated Feature; 2026 Academy Award Best Original Song. (골든글로브 주제가상·장편애니메이션상 + 아카데미 장편애니메이션상·주제가상),〈케이팝 데몬 헌터스〉가 2026년에 받은 상은?,문서는 〈케이팝 데몬 헌터스〉에 대한 내용이나 2026년 수상 내역을 포함하고 있지 않습니다. 따라서 이 질문에 대한 답변을 제공할 수 없습니다. 문서는 케이팝 산업의 전반적인 트렌드와 방탄소년단의 성과에 초점을 맞추고 있습니다.,"죄송합니다, 하지만 현재까지 ""케이팝 데몬 헌터스"" (K-pop Demon Hunters)라는 그룹이나 작품에 대한 구체적인 정보, 특히 2026년에 받은 상에 대한 공식 기록을 확인할 수 없습니다. 이는 가상의 예시일 수도 있고, 실제 존재하는 작품이나 그룹일 경우, 최신 업데이트된 데이터베이스나 공식 출처를 통해 확인해 보시는 것이 가장 정확할 것입니다. 만약 추가 정보나 다른 질문이 있으시다면 도와드리겠습니다.",07_K-pop|02_bts|07_K-pop,0,,,,
exp2_mmr,exaone3.5,fixed,mmr,1,T2,1,RAG_gap,ko,02_bts,answer_from_corpus,정규 5집 《ARIRANG(아리랑)》 / 2026-03-20,방탄소년단이 2026년에 발매한 정규 앨범의 이름과 발매일은?,이 문서는 방탄소년단의 2026년 정규 앨범 이름과 발매일에 대한 정보를 제공하지 않습니다. 따라서 해당 질문에 대한 답변을 제공할 수 없습니다. 문서는 2026년에 대한 특정 앨범 정보를 명시하지 않습니다.,현재까지 공식적으로 방탄소년단(BTS)의 2026년 정규 앨범에 대한 정확한 정보는 공개되지 않았습니다. 앨범 제목과 정확한 발매일은 향후 공식 발표를 통해 확인하실 수 있습니다. 방탄소년단의 공식 채널이나 소속사의 공지를 지켜보시는 것이 가장 정확한 정보를 얻는 방법일 것입니다. 혹시 최신 뉴스나 공식 발표가 있으시다면 공유해 주시면 더 정확한 정보를 제공해 드릴 수 있습니다.,01_kpop_demon_hunters|02_bts|02_bts,1,,,,
exp2_mmr,exaone3.5,fixed,mmr,1,T3,1,RAG_gap,en,03_blackpink,answer_from_corpus,"February 27 — mini-album 3 'DEADLINE' (2월 27일, 미니 3집 'DEADLINE').","On which date did BLACKPINK release their new album, and what is its name?","The provided context does not specify the exact release date or name of a new album by BLACKPINK beyond mentioning their second mini-album titled 'KILL THIS LOVE' which was released in April 2019. There is no information about a subsequent album release date within the given text. Therefore, the document does not state it for a later album release date and name beyond what was shared for 'KILL THIS LOVE'.","BLACKPINK released their album ""**The Album**"" on **June 29, 2023**.",03_blackpink|05_parasite|02_bts,1,,,,
exp2_mmr,exaone3.5,fixed,mmr,1,T4,1,RAG_gap,ko,04_squid_game,answer_from_corpus,시즌1: 2021-09-17 / 시즌2: 2024-12-26 / 시즌3: 2025-06-27,"〈오징어 게임〉 시즌1, 시즌2, 시즌3의 방송(공개) 날짜는?","The document does not state the broadcast dates for 〈오징어 게임〉 seasons 1, 2, and 3.","""오징어 게임""의 각 시즌 방송 날짜는 다음과 같습니다:  * **시즌 1:**      * **넷플릭스 공개:** 2021년 9월 17일     * **한국 방송 시작:** 2021년 9월 17일 (넷플릭스 동시 방영)  * **시즌 2:**      * **넷플릭스 공개:** 2022년 9월 23일     * **한국 방송 시작:** 2022년 9월 23일 (넷플릭스 동시 방영)  * **시즌 3:**      * **넷플릭스 공개:** 2023년 9월 6일     * **한국 방송 시작:** 2023년 9월 6일 (넷플릭스 동시 방영)  모두 넷플릭스를 통해 전 세계에 동시 공개되었습니다.",01_kpop_demon_hunters|03_blackpink|06_Hallyu,0,,,,
exp2_mmr,exaone3.5,fixed,mmr,1,X1,2,cross_lingual (lexical gap: Korean Wave <-> 한류),en,06_Hallyu,answer_from_corpus,"한류(韓流, Korean Wave, Hallyu): 대한민국의 대중문화를 포함한 한국 관련 것들이 한국 이외의 나라에서 인기를 얻는 현상. '한류'는 1990년대 한국 문화의 영향력이 타국에서 급성장하며 등장한 신조어.",What does the term 'Korean Wave' refer to?,"The term 'Korean Wave' (한류, Hallyu) refers to the phenomenon where things related to South Korea, including its popular culture, gain popularity outside of Korea in other countries.","The term ""Korean Wave,"" also known as **Hallyu** in Korean, refers to the **growing global popularity and influence of South Korean culture, particularly in music (K-pop), entertainment (drama), film, fashion, and gaming**.   It describes how South Korean cultural products have gained significant traction and fandom worldwide, creating a distinct cultural phenomenon beyond Korea's borders.   Key aspects include:  * **Cultural Export:** Successful export of Korean entertainment and lifestyle trends to international markets. * **Fan Communities:** The emergence of large, passionate fan bases globally for Korean celebrities and content. * **Soft Power:** Enhancement of South Korea's soft power through its cultural influence and diplomacy.   The Korean Wave exemplifies how cultural exports can reshape global perceptions and preferences.",06_Hallyu|02_bts|05_parasite,1,,,,
exp2_mmr,exaone3.5,fixed,mmr,1,X1,2,cross_lingual (lexical gap: Korean Wave <-> 한류),ko,06_Hallyu,answer_from_corpus,"한류(韓流, Korean Wave, Hallyu): 대한민국의 대중문화를 포함한 한국 관련 것들이 한국 이외의 나라에서 인기를 얻는 현상. '한류'는 1990년대 한국 문화의 영향력이 타국에서 급성장하며 등장한 신조어.",'한류'란 무엇을 가리키나?,"'한류'는 대한민국의 대중문화, 특히 음악을 중심으로 한 문화적 영향력이 해외로 급속히 확산되는 현상을 가리킵니다. 초기에는 대만에서 '하일한류', 중국에서 '일진한류'와 같은 표현으로 불리기도 했으며, 한국어로는 차가운 해류를 뜻하는 '한류'와 발음이 유사한 점에서 유래된 것으로 보입니다. 이 현상은 1998년 이후 본격화되어 한국 음악의 해외 진출을 통해 현재의 한류 현상으로 발전하였습니다.","'한류'는 **한국 문화의 전 세계적인 인기 현상**을 의미합니다.   특히 **음악, 드라마, 영화, 뷰티, 패션 등** 한국에서 탄생한 콘텐츠와 트렌드가 아시아를 넘어 북미, 유럽 등 전 세계적으로 큰 관심과 사랑을 받는 것을 지칭합니다.   LG AI Research에서 개발한 EXAONE과 같은 첨단 기술 또한 이러한 한류 트렌드를 더욱 확산시키는 데 기여하고 있습니다.   예를 들어, EXAONE은 한국어 처리 능력을 통해 한국 콘텐츠를 더 효과적으로 제작하고 전파하는 데 도움을 줄 수 있습니다.",06_Hallyu|07_K-pop|03_blackpink,1,,,,
exp2_mmr,exaone3.5,fixed,mmr,1,X2,2,cross_lingual (transliteration gap: Palme d'Or <-> 황금종려상),en,05_parasite,answer_from_corpus,"황금종려상 (Palme d'Or, 2019).",Which top prize did Parasite win at the Cannes Film Festival?,Parasite won the Palme d'Or at the Cannes Film Festival.,"Parasite won the **Palme d'Or**, the top prize, at the Cannes Film Festival in 2019.",05_parasite|05_parasite|05_parasite,1,,,,
exp2_mmr,exaone3.5,fixed,mmr,1,X2,2,cross_lingual (transliteration gap: Palme d'Or <-> 황금종려상),ko,05_parasite,answer_from_corpus,"황금종려상 (Palme d'Or, 2019).",〈기생충〉이 칸 영화제에서 받은 최고상은?,문서는 〈기생충〉이 칸 영화제에서 받은 최고상에 대한 정보를 제공하지 않습니다.,"영화 〈기생충〉은 칸 영화제에서 **황금종려상**을 수상했습니다. 이는 영화제의 최고 영예로, 한국 영화사상 최초로 이 상을 받은 작품입니다.",05_parasite|07_K-pop|02_bts,1,,,,
exp2_mmr,exaone3.5,fixed,mmr,1,X3,2,cross_lingual (no cognate -> pure semantic: barrier <-> 혼문),en,01_kpop_demon_hunters,answer_from_corpus,혼문 (Honmoon).,What is the name of the magical barrier that seals demons away in KPop Demon Hunters?,"The document does not state the name of the magical barrier that seals demons away in ""KPop Demon Hunters.""","In the context of ""KPop Demon Hunters,"" which appears to be a fictional or creative concept rather than an officially named series or game, there isn't a widely recognized or officially documented magical barrier by name specifically associated with sealing demons. If such a concept exists within a particular story, fan fiction, or localized adaptation, it might be referred to by a name created for that specific narrative.  For accurate information, you might want to refer to any official materials or communities dedicated to this content where creators or enthusiasts might provide details about specific magical elements or barriers used within their storyline. If you have a specific source or context in mind, sharing that could help in providing a more precise answer!",01_kpop_demon_hunters|01_kpop_demon_hunters|01_kpop_demon_hunters,1,,,,
exp2_mmr,exaone3.5,fixed,mmr,1,X3,2,cross_lingual (no cognate -> pure semantic: barrier <-> 혼문),ko,01_kpop_demon_hunters,answer_from_corpus,혼문 (Honmoon).,〈케데헌〉에서 악마를 봉인하는 결계의 이름은?,"The provided context does not state the name of the seal used to contain demons in 〈케데헌〉 (presumably referring to a work like ""케드헌"" or similar). Therefore, based solely on the given information, I cannot provide that detail.","""케데헌""이라는 작품에 대한 특정 정보를 직접적으로 확인한 바가 없어 정확한 결계 이름을 말씀드리기 어렵습니다. 만약 이 작품이 특정 판타지 소설이나 애니메이션에서 나온 내용이라면, 결계의 이름은 작가나 창작자에 따라 다르게 설정될 수 있습니다.  더 정확한 답변을 위해서는 작품의 제목이나 추가적인 맥락 정보가 필요합니다. 혹시 작품의 다른 세부 사항이나 설정에 대해 아시는 부분이 있다면 함께 공유해 주시면 도움이 될 것 같습니다. 만약 이 질문이 특정 커뮤니티나 컨텍스트에서 나온 것이라면, 그곳에서 공유된 정보를 다시 확인해 보시는 것도 좋은 방법일 수 있습니다.",01_kpop_demon_hunters|07_K-pop|02_bts,1,,,,
exp2_mmr,exaone3.5,fixed,mmr,1,G1,3,grounding (unanswerable),en,01_kpop_demon_hunters,abstain_unanswerable,Not stated in the article — the model should say the information is not in the document (no hallucinated number). [VERIFY budget is truly absent from 01],"According to the article, what was the production budget of KPop Demon Hunters?",The document does not state the production budget of KPop Demon Hunters.,"I apologize, but without specific details or direct access to the article you're referring to about ""KPop Demon Hunters,"" I cannot provide the exact production budget mentioned in it. Could you please provide more details or context from the article, such as specific quotes or sections discussing the budget? That way, I can assist you more accurately. If you have additional information, feel free to share!",01_kpop_demon_hunters|01_kpop_demon_hunters|01_kpop_demon_hunters,1,,,,
exp2_mmr,exaone3.5,fixed,mmr,1,G2,3,grounding (false premise),ko,01_kpop_demon_hunters,flag_false_premise,전제 오류 — 헌트릭스는 2025년 영화 속 가공의 그룹이라 그런 실제 앨범은 존재하지 않음. 모델은 이를 지적/기권해야 함(허구 제목 생성 시 환각).,헌트릭스(HUNTR/X)가 2024년에 발표한 세 번째 정규 앨범의 제목은?,The document does not state the title of HUNTR/X's third regular album released in 2024.,"죄송합니다, 하지만 현재 제 데이터베이스에는 헌트릭스(HUNTR/X)의 2024년 세 번째 정규 앨범 제목에 대한 정보가 포함되어 있지 않습니다. 최신 정보를 제공해 드리려면 해당 아티스트나 공식 음악 플랫폼을 통해 확인하시는 것이 가장 정확할 것입니다. 혹시 다른 관련 정보를 제공해 주시면 더 도와드릴 수 있을 것 같습니다.",01_kpop_demon_hunters|05_parasite|02_bts,1,,,,
exp2_mmr,exaone3.5,fixed,mmr,1,G3,3,"grounding + RAG_gap (specific place, hallucination-prone)",en,02_bts,answer_from_corpus,Gwanghwamun Square (광화문 광장).,Where does BTS hold their comeback concert in March 2026?,The document does not state the location for BTS's comeback concert in March 2026.,"As an AI, I don't have real-time or predictive capabilities to provide specific details about future events like BTS's comeback concert in March 2026. Concert locations and dates for future events are typically announced closer to the scheduled date by official sources such as the artists' management or record labels.  To get accurate information about BTS's potential comeback concert in March 2026, I recommend checking their official social media accounts, websites, or fan communities closer to that time frame. These sources will provide the most reliable and up-to-date details.",02_bts|02_bts|02_bts,1,,,,
exp2_mmr,exaone3.5,fixed,mmr,1,G4,3,grounding (single-document attribution),ko,06_Hallyu,answer_from_single_doc,[FILL — 06_Hallyu 본문이 실제로 드는 예시 2개로 확정. 본문에 없는 사례를 대면 환각.],〈한류〉 문서가 직접 언급하는 한류의 구체적 예시 두 가지를 들어라.,문서는 한류 드라마와 영화를 구체적인 예시로 언급하고 있습니다.   1. 한류 드라마 2. 한류 영화,"""한류"" 문서에 대한 직접적인 내용을 확인하지는 못했지만, 일반적으로 한류를 설명할 때 자주 언급되는 구체적인 예시 두 가지는 다음과 같습니다:  1. **K-pop 음악**: 방탄소년단 (BTS), 블랙핑크 (BLACKPINK), EXO 등 세계적으로 인기 있는 걸그룹과 보이그룹들의 활동과 글로벌 팬덤 확장을 들 수 있습니다. 이들은 음악 차트 상위권 진입, 세계 투어, 그리고 다수의 음악 어워드 수상으로 한류의 중심을 이루고 있습니다.  2. **드라마**: 드라마 '태양의 후예'와 '겨울연가'는 한국 드라마의 해외 인기를 상징적으로 보여줍니다. 특히 '겨울연가'는 아시아 전역에서 '겨울 드라마 열풍'을 일으키며 한류의 초기 확산에 큰 역할을 했습니다. 최근에는 '사랑의 불시착', '이태원 클라쓰' 등이 글로벌 시청자들에게 호평을 받으며 한류 드라마의 지속적인 영향력을 입증하고 있습니다.  이러한 예시들은 한류가 문화 콘텐츠의 다양한 분야에서 어떻게 글로벌 영향력을 발휘하고 있는지를 잘 보여줍니다. 만약 특정 ""한류"" 문서의 내용이 필요하다면, 문서의 구체적인 내용을 공유해 주시면 더욱 정확한 답변을 드릴 수 있습니다.",01_kpop_demon_hunters|06_Hallyu|05_parasite,1,,,,
exp2_mmr,exaone3.5,fixed,mmr,1,M1,4,retrieval (k>=2) + cross_lingual,en,02_bts + 03_blackpink,answer_from_corpus,"BTS: 2013, Big Hit (빅히트); BLACKPINK: 2016, YG Entertainment.",Compare the debut years and agencies of BTS and BLACKPINK in one sentence.,"BTS debuted in 2013 under Big Hit Entertainment while BLACKPINK debuted in 2016 under YG Entertainment based on the provided context.   (Note: The exact debut year for BTS is not explicitly stated in the given context, but it is generally known from external knowledge that BTS debuted in 2013. Since the instruction strictly adheres to the provided context without external information, a precise comparison cannot be formulated here regarding BTS's debut year.)   Given strict adherence to the context provided: If strictly based on given context alone without external knowledge: BLACKPINK debuted in 2016 under YG Entertainment, while specific debut details for BTS beyond mentioning activities in 2016 are not detailed.","BTS debuted in 2013 under Big Hit Labels (now HYBE Corporation), while BLACKPINK debuted in 2016 under YG Entertainment.",03_blackpink|02_bts|02_bts,1,,,,
exp2_mmr,exaone3.5,fixed,mmr,1,M1,4,retrieval (k>=2) + cross_lingual,ko,02_bts + 03_blackpink,answer_from_corpus,"BTS: 2013, Big Hit (빅히트); BLACKPINK: 2016, YG Entertainment.",BTS와 블랙핑크의 데뷔 연도와 소속사를 한 문장으로 비교하라.,"문서는 BTS의 데뷔 연도와 소속사 정보만 제공하며, 블랙핑크에 대한 데뷔 연도와 소속사 정보는 포함하고 있지 않습니다. 따라서 비교를 완성할 수 없습니다.","BTS는 2013년에 빅히트 엔터테인먼트(현재 HYBE)로 데뷔했고, 블랙핑크는 2016년에 YG 엔터테인먼트에 의해 데뷔했습니다.",02_bts|02_bts|02_bts,1,,,,
exp2_mmr,exaone3.5,fixed,mmr,1,M2,4,"retrieval (MMR diversity, multi-doc)",en,02_bts + 04_squid_game + 05_parasite + 07_K-pop,answer_from_corpus,Music (K-pop): BTS/BLACKPINK; Film: Parasite/KPop Demon Hunters; TV drama: Squid Game.,"List three different forms of Korean culture in this corpus, each with one example.","The provided context primarily discusses aspects of K-pop music rather than showcasing diverse forms of Korean culture broadly categorized with examples. However, based strictly on the given text:  1. **Music Industry and Collaboration**: Example - K-POP's collaborative efforts with international hip-hop artists like 칸예 웨스트 (Kanye West), 루다크리스 (Lupe Fiasco), 스눕독 (Sneaky E), 그리고 윌아이엠 (Will.I.Am).  2. **International Market Adaptation**: Example - Releasing Japanese language versions of albums before English versions to target the Japanese market.  Since the context does not provide clear examples encompassing broader cultural aspects like traditional arts, cuisine, or festivals beyond these musical elements, specifying three distinct cultural forms with examples strictly from this document is not feasible.","Please provide me with the corpus you are referring to so I can accurately identify three different forms of Korean culture within it, along with examples for each.   Once you share the corpus, I'll be happy to help! 😊",07_K-pop|07_K-pop|05_parasite,1,,,,
exp2_mmr,exaone3.5,fixed,mmr,1,M3,4,retrieval + RAG_gap + multi-hop (hardest),en,01_kpop_demon_hunters + 06_Hallyu,answer_from_corpus,"It exemplifies the Korean Wave (한류) — the global spread of Korean culture; another corpus example: Parasite, Squid Game, or BTS.","KPop Demon Hunters won an Academy Award in 2026. According to the 한류 (Korean Wave) article, what broader phenomenon does such international recognition exemplify, and name one other example of it from the corpus.","The provided context does not state that ""KPop Demon Hunters"" won an Academy Award in 2026, nor does it discuss the broader phenomenon of international recognition exemplified by such awards in relation to the 한류 (Korean Wave). Therefore, based solely on the given context, the document does not provide an answer to the question as posed.","The international recognition of ""KPop Demon Hunters"" winning an Academy Award in 2026 exemplifies the broader phenomenon of **Hallyu** (Korean Wave), which refers to the global spread and influence of Korean popular culture beyond its borders. This phenomenon showcases how Korean music, entertainment, fashion, and other cultural products are gaining significant traction and appreciation worldwide, breaking cultural barriers and achieving mainstream success internationally.  One other example from the corpus that illustrates Hallyu would be the global success of **BTS (Bangtan Sonyeondan)**. BTS has not only achieved massive popularity across continents but also made significant cultural impacts, winning numerous MTV Video Music Awards, Grammy Awards, and consistently ranking high on global music charts, demonstrating the expansive reach and influence of Korean artists beyond traditional K-pop boundaries.",01_kpop_demon_hunters|05_parasite|01_kpop_demon_hunters,1,,,,
